id,company_name,establishment_name,ein,street_address,city,state,zip_code,naics_code,industry_description,annual_average_employees,total_hours_worked,no_injuries_illnesses,total_deaths
1433727,Plum Contracting Inc. ,Plum Contracting Inc. ,,864 Croft Road,Greensburg,PA,15601,237310," Pavement, highway, road, street, bridge or airport runway, construction ",283,186159,1,0
1433728,Lake Erie Electric Inc,Lake Erie Electric - Mansfield Division,341536829,539 Home Road North,Mansfield,OH,44906,238210, Electrical contractors ,24,38826,2,0
1433729,Y.B.Welding Inc,Y.B.Welding Inc,202091065,990 Progress Road,Chambersburg,PA,172013239,332999," Machine bases, metal, manufacturing ",34,68340,1,0
1433730,"Hyde-Stone Mechanical Contractors, Inc.",Hyde-Stone,161241563,22962 Murrock Circle,Watertown,NY,13601,238220," Heating, ventilation and air-conditioning (HVAC) contractors ",92,174717,1,0
1433731,Lake Erie Electric Inc,Lake Erie Electric - Dayton Division,341536829,360 Industrial Drive,Franklin,OH,45005,238210, Electrical contractors ,68,122725,1,0
1433732,Acme Manufacturing Company,Acme Manufacturing Company,380281850,4240 North Atlantic Blvd,Auburn Hills,MI,48326,333517," Buffing and polishing machines, metalworking, manufacturing ",72,156898,1,0
1433733,Brookdale Senior Living,Brookdale Cushing Park,911605464,300 West Farm Pond Rd.,Framingham,MA,1702,623312, Assisted-living facilities without on-site nursing care facilities ,110,156818,1,0
1433734,Goodwill Industries of the valleys,"Goodwill Industries of the Valleys, Inc. Roanike (19)",540884014,"2502 Melrose Avenue, NW, Suite A",Roanoke,VA,24017,624310," Habilitation job counseling and training, vocational ",173,289733,1,0
1433735,West Central Conservancy District,West Central Conservancy District,,243 South County Rd 625 East,Avon,IN,46123,221320, Sewage treatment plants or facilities ,26,60593,1,0
1433736,OMT-Veyhl USA Corporation,OMT-Veyhl USA Corporation,262047191,11511 James Street,Holland,MI,49424,337214," Tables (except wood), office-type, manufacturing ",261,521721,1,0
1433737,SIMAR INDUSTRIES INC,SIMAR,650338281,805 NW 25 AVE,OCALA,FL,34475,332311," Houses, prefabricated metal, manufacturing ",24,35369,2,0
1433738,Tri-State EMC,Tri-State Electric Memebrship Corporation,,2310 Blue Ridge DR,Blue Ridge,GA,30513,221122, Distribution of electric power ,42,82201,1,0
1433739,Goodwill Industries of the valleys,"Goodwill Industries of the Valleys, Inc. Rocky Mount (20)",540884014,"2502 Melrose Avenue, NW, Suite A",Roanoke,VA,24017,453310," Clothing stores, used ",20,27075,1,0
1433740,Mastermelt America,Mastermelt,203933686,319 Industrial Park Road,Sweetwater,TN,37874,331492, Precious metals recovering from scrap and/or alloying purchased metals ,69,149451,1,0
1433741,"Geo V. Hamilton, Inc.","Geo V. Hamilton, Inc.",,2 River Ave.,McKees Rocks,PA,15136,238310, Insulation contractors ,120,258538,1,0
1433742,Two Men And A Truck,TN Moving,,1715 Columbia Ave suite 330,Franklin,TN,37064,484210, Used household and office goods moving ,128,186944,1,0
1433743,Lake Erie Electric Inc.,Firelands Electric Inc - Lorain,341905946,7495 Industrial Parkway,Lorain,OH,44053,238210, Electrical contractors ,73,105601,1,0
1433744,Unity Manufacturing Company,Unity Manufacturing Company,361899680,1260 N Clybourn Ave,Chicago,IL,60610,336320, Automotive lighting fixtures manufacturing ,65,113948,1,0
1433745,Goodwill Industries of the valleys,"Goodwill Industries of the Valleys, Inc. Cave Spring (22)",540884014,"2502 Melrose Avenue, NW, Suite A",Roanoke,VA,24017,453310," Clothing stores, used ",25,38715,1,0
1433746,"Advanced Roofing, Inc.","Advanced Roofing, Inc.",382819536,1055 Manufacturers Drive,Westland,MI,48186,238160, Roofing contractors ,19,33271,2,0
1433747,,Clemmons Village I,,6401 Holder Rd,Clemmons,NC,27012,623312, Assisted-living facilities without on-site nursing care facilities ,41,50522,2,0
1433748,,Clemmons Village II,,6441 Holder Rd,Clemmons,NC,27012,623312, Assisted-living facilities without on-site nursing care facilities ,44,61377,2,0
1433749,Goodwill Industries of the Valleys,Goodwill Industries of the Valleys - Staunton Store (25),540884014,"2502 Melrose Avenue, NW Suite A",Roanoke,VA,24017,453310," Apparel stores, used clothing ",22,29298,2,0
1433750,Icon Industrial Services,Icon Industrial Services,453698367,50 50th Ave Dr SW,Cedar Rapids,IA,52404,238290, Millwrights ,38,90274,2,0
1433751,MSA Safety Sales Houston,"MSA Safety Sales., LLC",831559281,4330 New West Drive,Pasadena,TX,77507,334516, Laboratory analytical instruments (except optical) manufacturing ,11,21791,2,0
1433752,Cheyenne Construction ,BDD Enterprises ,452526429,1212 E. Lancaster Ave. ,Fort Worth ,TX,76102,238110,Poured Concrete Foundation and Structure Contractors,120,96263,2,0
1433753,Mennie Machine Company,Mennie Machine Company,362995730,10549 Mennies Lane,Mark ,IL,61340,332721, Precision turned product manufacturing ,233,491920,1,0
1433754,"J Cumby Construction, Inc.","J. Cumby Construction, Inc.",271381822,165 W. Broad St.,Cookeville,TN,38501,237110," Construction management, water and sewage treatment plant ",123,258281,1,0
1433756,Goodwill Industries of the Valleys,Goodwill Industries of the Valleys - Harrisonburg North Store (29),540884014,"2502 Melrose Avenue, NW Suite A",Roanoke,VA,24017,453310," Apparel stores, used clothing ",20,29670,1,0
1433757,"Joy Global Surface Mining, Inc.","Joy Global Surface Mining, Inc. Kilgore",390334430,2320 N. State Highway 42,Kilgore,TX,75662,811310, Agricultural machinery and equipment repair and maintenance services ,33,52941,2,0
1433758,SILVER THREADS INC,Silver Threads LLC,814040200,7710 Corproate Blvd,Plain City,OH,43064,423220, Draperies merchant wholesalers ,32,45085,1,0
1433759,Hardy Brothers Inc.,Hardy Brothers Inc.,560851831,6406 Siloam Road,Siloam,NC,27047,484121," General freight trucking, long-distance, truckload (TL) ",119,411391,1,0
1433760,El Grande Industries Inc.,El Grande Industries Inc.,251331381,1600 Meldon Ave. ,Donora,PA,15033,237310," Culverts, highway, road and street, construction ",39,47465,1,0
1433761,"Joy Global Surface Mining, Inc.","Joy Global Surface Mining, Inc. Fort Meade",390334430,1321 CR 630 W,Fort Meade,FL,33841,811310, Agricultural machinery and equipment repair and maintenance services ,26,47077,2,0
1433762,Dart Container ,Dart Container - Ada ,341342568,401 J Richardson Loop,Ada,OK,74820,326199," Packaging, plastics (e.g., blister, bubble), manufacturing ",250,499210,1,0
1433763,Hoganas Environment Solutions,"Hoganas Environment Solutions - Cary, NC",814860166,3000 Weston Parkway,Cary,NC,27513,562910, Environmental remediation services ,21,40324,1,0
1433764,Goodwill Industries of the Valleys,Goodwill Industries of the Valleys - Waynesboro Store (30),540884014,"2502 Melrose Avenue, NW Suite A",Roanoke,VA,24017,453310," Apparel stores, used clothing ",20,30275,2,0
1433765,"Sani-Matic, Inc.","Sani-Matic, Inc.",392044486,2855 Innovation Way,Sun Prairie,WI,53590,333241," Grading, cleaning, and sorting machinery (i.e., food manufacturing-type) manufacturing ",137,253586,1,0
1433766,Double P Grading Inc,Double P Grading Inc.,582640118,3060 Hwy 362,Williamson ,GA,30292,238910, Grading construction sites ,95,197600,1,0
1433767,MK1 Construction Services,MK1 Construction Services LLC,680575649,4111 Factory Hill ST,San Antonio,TX,78219,238910, Construction equipment (except crane) rental with operator ,49,61771,2,0
1433768,Goodwill Industries of the Valleys,Goodwill Industries of the Valleys - Salem Store (31),540884014,"2502 Melrose Avenue, NW Suite A",Roanoke,VA,24017,453310," Apparel stores, used clothing ",20,30236,2,0
1433769,"Welsh Equipment, Inc.","Welsh Equipment, Inc.",411764319,67077 170 Ave,Dodge Center,MN,55924,336211, Ready-mix concrete trucks assembling on purchased chassis ,85,200000,1,0
1433772,Carlisle Car & Tk d/b/a Highlands Tire,Carlisle Car & Tk d/b/a Highlands Tire,251724664,1257 Holly Pike,Carlisle,PA,17013,441320, Automotive tire dealers ,16,39440,2,0
1433773,"A-1 Moving & Storage, Inc. ","A-1 Moving & Storage, Inc. ",431193251,706 Oak Lane Drive,Rolla,MO,65401,484210, Used household and office goods moving ,23,46953,1,0
1433774,"Alamo Interiors, Inc.","Alamo Interiors, Inc.",742233059,11830 JONES MALTSBERGER RD.,SAN ANTONIO,TX,78216,238310," Acoustical foam (i.e., sound barrier) installation ",40,55397,1,0
1433775,Internova Electrical Contractor,Internova Electrical Contractor,660404961,Carr 176 Km 5.5 Cupey Alto,San Juan,PR,926,238210, Electrical contractors ,68,138762,1,0
1433776,"Riten Industries, Inc.","Riten Industries, Inc.",310749332,1100 Lakeview Avenue,Washington Court House,OH,43160,333515, Machine tool attachments and accessories manufacturing ,45,86595,1,0
1433777,"DACO Construction Co., Inc. ","DACO Construction Co., Inc. ",470636572,311 W Norfolk Ave. Ste. 200,Norfolk,NE,68701,238210, Electrical contractors ,24,37702,2,0
1433778,Precision Metal Works,PMW - Allmond,610417457,4701 Allmond Ave,Louisville,KY,40209,332812, Coating metals and metal products for the trade ,60,113356,1,0
1433779,"Eastern Iowa Excavating & Concrete, LLC","Eastern Iowa Excavating & Concrete, LLC",200546345,121 Nixon Street SE,Cascade,IA,52033,237310, Oil field road construction ,36,76486,1,0
1433780,Custom Vehicle Outfitters,Custom Vehicle Outfitters - PA,200571970,400 Keystone Dr,Carnegie,PA,15106,423120," Automobile accessories (except tires, tubes) merchant wholesalers ",19,38603,1,0
1433781,Goodwill Industries of the Valleys,Goodwill Industries of the Valleys - Forest Store (34),540884014,"2502 Melrose Avenue, NW Suite A",Roanoke,VA,24017,453310," Apparel stores, used clothing ",24,33080,1,0
1433782,LSG Sky Chefs,LSG Sky Chefs,131318367,"25 Lovell St, Building 68",Boston,MA,2128,722320, Caterers ,183,423112,1,0
1433783,Dart Container,Dart Container Corona,382592818,150 S. Maple St.,Corona,CA,92880,326140, Foam polystyrene products manufacturing ,350,680203,1,0
1433784,Advantages Associated Inc.,Advantages Associated Inc.,271565084,200 E. Mesquite,West,TX,76691,238110, Concrete pouring ,191,472419,1,0
1433785,"Joe Lombardo Plumbing & Heating of Rockland, Inc.","Joe Lombardo Plumbing & Heating of Rockland, Inc.",,321 Spook Rock Road,Suffern,NY,10901,238220, Air vent installation ,30,59003,1,0
1433786,DAK Americas LLC,DAK Americas ,522343187,1561 N.W. 11th,Richmond,IN,47374,562920, Removal of recyclable materials from a waste stream ,87,181036,1,0
1433787,Custom Vehicle Outfitters,CVO-Batavia,200571970,3 Treadeasy Ave,Batavia,NY,14020,423120," Automobile accessories (except tires, tubes) merchant wholesalers ",35,62785,1,0
1433788,Motor Lodge Associates,Doubletree Hotel by Hilton Madison,391182578,525 West Johnson Street,Madison,WI,53703,721110, Hotels (except casino hotels) ,85,65643,1,0
1433789,Goodwill Industries of the Valleys,Goodwill Industries of the Valleys - Fairlawn Store (37),540884014,"2502 Melrose Avenue, NW Suite A",Roanoke,VA,24017,453310," Apparel stores, used clothing ",21,29969,2,0
1433790,Dart Container,Dart Container Waxahachie,311358819,850 Solon Road,Waxahachie,TX,75165,326140, Foam polystyrene products manufacturing ,775,1527998,1,0
1433791,Precision Metal Works,PMW - Preston,610417457,6901 Preston Hwy,Louisville,KY,40219,332119," Metal stampings (except automotive, cans, coins), unfinished, manufacturing ",150,359031,1,0
1433792,Goodwill Industries of the Valleys,Goodwill Industries of the Valleys - Mill Creek Store (53),540884014,"2502 Melrose Avenue, NW Suite A",Roanoke,VA,24017,453310," Apparel stores, used clothing ",20,31282,2,0
1433793,"AC Electrical Systems, Inc.","AC Electrical Systems, Inc.",431664320,636-A N. Miller,Springfield,MO,65802,238210, Low voltage electrical work ,38,81487,1,0
1433794,Network Installation Services Inc.,Network Installation Services,61467262,192 N Plains Industrial Road,Wallingford,CT,6492,238210, Telecommunications equipment and wiring (except transmission line) installation contractors ,26,48783,2,0
1433795,Precision Metal Works,PMW - Frankfort,610417457,111 Commerce Blvd,Frankfort,KY,40601,332119," Metal stampings (except automotive, cans, coins), unfinished, manufacturing ",25,51429,1,0
1433796,Gibson Farmers Co-op,Gibson Farmers Co-op ,,1210 Manufacturers Row ,Trenton ,TN,38382,444220, Farm supply stores ,45,89544,1,0
1433797,,Lawrence County Government,626000709,200 West Gaines Street,Lawrenceburg,TN,38464,921190," General services departments, government ",304,632320,1,0
1433798,Turner VA Corp,Turner VA Corp 2690 Mcard Road Quantico VA 22134,541698507,11808 Yates Ford Road,Quantico,VA,22134,238210, Electrical contractors ,46,63335,2,0
1433799,Dart Container,Dart Container Horse Cave,382436383,975 S. Dixie Street,Horse Cave,KY,42749,326140," Cups, polystyrene foam, manufacturing ",1250,2347429,1,0
1433800,ISD 2902,Elementary,204928015,Box B,Ruthton,MN,56170,611110,K-12 Education,48,68998,1,0
1433801,ISD 2902,High School,204928015,100 Strong Street,Tyler,MN,56178,611110,K-12 Education,43,70496,1,0
1433802,ISD 2902,Middle School,204928015,P. O. Box 310,Russell,MN,56169,611110,K-12 Education,19,24608,1,0
1433803,Goodwill Industries of the valleys,"Goodwill Industries of the Valleys, Inc. 29 North Store (55)",540884014,"2502 Melrose Avenue, NW, Suite A",Roanoke,VA,24017,453310," Clothing stores, used ",38,58805,1,0
1433804,Goodwill Industries of the valleys,"Goodwill Industries of the Valleys, Inc. Westover Store (56)",540884014,"2502 Melrose Avenue, NW, Suite A",Roanoke,VA,24017,453310," Clothing stores, used ",21,37688,2,0
1433805,Gregory Manufacturing Inc.,Gregory Manufacturing Inc.,42773618,102 Cabot St.,Holyoke,MA,1040,326199," Awnings, rigid plastics or fiberglass, manufacturing ",82,145609,1,0
1433806,Eventstar Structures Corp,Eventstar Structures Corp,113649580,8100 NW 90th Street,Miami,FL,33166,532299," Tent, party, rental ",39,165088,1,0
1433807,Dart Container,Dart Container Polymers,382436383,2400 Harbor Road,Owensboro,KY,42304,325211, Polystyrene resins manufacturing ,180,367317,2,0
1433808,Goodwill Industries of the valleys,Goodwill Industries of the Valleys Works Damville Jobs Campus (63),540884014,"2502 Melrose Avenue, NW, Suite A",Roanoke,VA,24017,624310," Habilitation job counseling and training, vocational ",21,30569,2,0
1433809,Dart Container,Dart Container North Aurora,382496850,310 South Evergreen,North Aurora,IL,60542,326140," Cups, polystyrene foam, manufacturing ",200,389256,1,0
1433810,"Holland Farms, Inc.",Holland Farms,561639281,9442 Holland Road,Kenly,NC,27542,111910," Tobacco farming, field and seed production ",25,55000,2,0
1433811,DEG Enterprises Inc.,DEG Enterprises Inc.,470646585,311 W Norfolk Ave STE 200,Norfolk,NE,68701,238210, Electrical contractors ,48,43472,2,0
1433812,"Sun Precast Co., Inc.",Corporate Headquarters,232200210,4051 Ridge Road,Beaver Springs,PA,17812,327390," Architectural wall panels, precast concrete, manufacturing ",24,49242,2,0
1433813,Dart Container,Dart Container Lithonia,382482823,2120 Lithonia Industrial Blvd,Lithonia,GA,30058,326140," Cups, polystyrene foam, manufacturing ",400,780658,1,0
1433814,SSAB Inc,SSAB Minnesota Inc.,,2500 West Co. Rd. B,Roseville,MN,55113,331221," Bars, steel, made in cold rolling mills made from purchased steel ",36,58270,2,0
1433815,Dart Container,Dart Container Leola,381745524,60 East Main Street,Leola,PA,17540,326140," Cups, polystyrene foam, manufacturing ",1400,2629907,1,0
1433816,Blacklick Energy &amp; Pipeline Services Inc.,Blacklick Energy & Pipeline Services Inc.,462679828,PO BOX 195,LATROBE,PA,15650,237990," Horizontal drilling (e.g., underground cable, pipeline, sewer installation) ",10,21857,2,0
1433817,"A. S. Madden Logging, Inc.","A.S. Madden Logging, Inc ",,398 Cardville Road ,Greenbush,ME,4418,113310, Cutting and transporting timber ,12,31200,2,0
1433818,Dart Container,Dart Container Quitman,721370255,197 Harris Avenue,Quitman,MS,39355,326140," Cups, polystyrene foam, manufacturing ",170,334688,1,0
1433819,SSA Marine,SSA Atlantic Jacksonville Florida,912171689,5800 william mills street ,Jacksonville,FL,32226,488320, Marine cargo handling services ,371,675557,1,1
1433820,Dart Container,Dart Container Plant City,61763851,4610 Airport Rd,Plant City,FL,33563,326140," Cups, polystyrene foam, manufacturing ",275,522203,1,0
1433821,EDRO Specialty Steels,EDRO Specialty Steels,251780022,1027 Conshohocken Rd.,Conshohocken,PA,19148,332710, Machine shops ,31,69936,1,0
1433822,"HABCO, Inc.","HABCO, Inc.",481108926,248 E Berg Rd,Salina,KS,67401,238290, Millwrights ,67,161754,1,0
1433823,AA Metals Inc,AA Metals Inc,841185682,11616 Landstar blvd,orlando,FL,32824,423510, Semi-finished metal products merchant wholesalers ,46,123427,2,0
1433824,VinTech Nano Materials,VinTech Nano Materials,830548519,2447 Technology Way,Springdale,AR,72764,325998," Greases, synthetic lubricating, manufacturing ",18,37440,2,0
